Date,Open($),High($),Low($),Close ($),VWAP($),Change($),Change(%),Volume,Trade_Value,#Trades
"Aug 12, 2022 12:00 AM",169.82,172.17,169.4,172.1,171.086,3.61,2.143,68039382,11637339400,558400
"Aug 11, 2022 12:00 AM",170.06,170.99,168.19,168.49,169.357,-0.75,-0.443,57149159,9678721730,508568
"Aug 10, 2022 12:00 AM",167.68,169.34,166.9,169.24,168.368,4.32,2.619,70170540,11810594100,560343
"Aug 9, 2022 12:00 AM",164.02,165.82,163.25,164.92,164.83,0.05,0.03,63135503,10454290200,481618
"Aug 8, 2022 12:00 AM",166.37,167.81,164.2,164.87,165.778,-0.48,-0.29,60362338,10011493000,540513
"Aug 5, 2022 12:00 AM",163.21,165.85,163,165.35,164.748,-0.46,-0.277,56696985,9352602280,493237
"Aug 4, 2022 12:00 AM",166.005,167.19,164.43,165.81,165.574,-0.32,-0.193,55474144,9194467990,526512
"Aug 3, 2022 12:00 AM",160.84,166.59,160.75,166.13,165.016,6.12,3.825,82507488,13599553600,683648
"Aug 2, 2022 12:00 AM",160.1,162.41,159.63,160.01,160.677,-1.5,-0.929,59907025,9629939460,544432
"Aug 1, 2022 12:00 AM",161.01,163.59,160.89,161.51,162.1,-1,-0.615,67829379,10993333700,595121
"Jul 29, 2022 12:00 AM",161.24,163.63,159.5,162.51,162.266,5.16,3.279,101786860,16516808900,774908
"Jul 28, 2022 12:00 AM",156.98,157.64,154.41,157.35,157.443,0.56,0.357,81378731,12806050600,739355
"Jul 27, 2022 12:00 AM",152.58,157.33,152.16,156.79,155.339,5.19,3.423,78620688,12205648400,579705
"Jul 26, 2022 12:00 AM",152.265,153.085,150.8,151.6,151.656,-1.35,-0.883,55138691,8361895180,472605
"Jul 25, 2022 12:00 AM",154.01,155.04,152.28,152.95,153.257,-1.14,-0.74,53623945,8218168180,488016
"Jul 22, 2022 12:00 AM",155.39,156.28,153.41,154.09,154.58,-1.26,-0.811,66675408,10360875700,527895
"Jul 21, 2022 12:00 AM",154.5,155.57,151.94,155.35,154.366,2.31,1.509,65086636,10044072400,523431
"Jul 20, 2022 12:00 AM",151.12,153.72,150.37,153.04,152.631,2.04,1.351,64823413,9893064220,524153
"Jul 19, 2022 12:00 AM",147.92,151.23,146.91,151,149.81,3.93,2.672,82982367,12445971400,578945
"Jul 18, 2022 12:00 AM",150.74,151.57,146.7,147.07,148.931,-3.1,-2.064,81420868,12179632600,623139
"Jul 15, 2022 12:00 AM",149.78,150.86,148.2,150.17,149.51,1.7,1.145,76259931,11437857200,551706
"Jul 14, 2022 12:00 AM",144.08,148.95,143.25,148.47,146.645,2.98,2.048,78140744,11450472100,615484
"Jul 13, 2022 12:00 AM",142.99,146.45,142.12,145.49,145.21,-0.37,-0.254,71185560,10377714000,559882
"Jul 12, 2022 12:00 AM",145.76,148.45,145.05,145.86,146.763,0.99,0.683,77588759,11387063100,580287
"Jul 11, 2022 12:00 AM",145.67,146.64,143.78,144.87,145.117,-2.17,-1.476,63305113,9191015590,496980
"Jul 8, 2022 12:00 AM",145.265,147.55,145,147.04,146.671,0.69,0.471,64547798,9464175930,520854
"Jul 7, 2022 12:00 AM",143.29,146.55,143.28,146.35,145.687,3.43,2.4,66253709,9654204510,541476
"Jul 6, 2022 12:00 AM",141.355,144.12,141.08,142.92,142.569,1.36,0.961,74064254,10556250900,586059
"Jul 5, 2022 12:00 AM",137.77,141.61,136.93,141.56,139.833,2.63,1.893,73429641,10261057400,602659
"Jul 1, 2022 12:00 AM",136.04,139.04,135.66,138.93,137.512,2.21,1.616,71051552,9792057500,559654
"Jun 30, 2022 12:00 AM",137.25,138.37,133.774,136.72,136.461,-2.51,-1.803,98964467,13500859500,711287
"Jun 29, 2022 12:00 AM",137.46,140.67,136.67,139.23,139.274,1.79,1.302,66242411,9239999170,573038
"Jun 28, 2022 12:00 AM",142.13,143.422,137.325,137.44,139.309,-4.22,-2.979,67315328,9379753220,546520
"Jun 27, 2022 12:00 AM",142.695,143.49,140.965,141.66,142.005,0,0,70207908,10416772600,516470
"Jun 24, 2022 12:00 AM",139.9,141.91,139.77,141.66,140.861,3.39,2.452,89116837,12592530200,542614
"Jun 23, 2022 12:00 AM",136.82,138.59,135.63,138.27,137.266,2.92,2.157,72433768,9941863240,555265
"Jun 22, 2022 12:00 AM",134.79,137.76,133.91,135.35,135.876,-0.52,-0.383,73409234,10041618500,531096
"Jun 21, 2022 12:00 AM",133.42,137.06,133.32,135.87,135.918,4.31,3.276,81000488,11016261000,605065
"Jun 17, 2022 12:00 AM",130.065,133.079,129.81,131.56,131.434,1.5,1.153,134520290,17705214400,744981
"Jun 16, 2022 12:00 AM",132.08,132.39,129.04,130.06,130.424,-5.37,-3.965,107961508,14435081900,909924
"Jun 15, 2022 12:00 AM",134.29,137.34,132.16,135.43,134.629,2.67,2.011,91532972,12317293700,734062
"Jun 14, 2022 12:00 AM",133.13,133.89,131.48,132.76,132.545,0.88,0.667,84784326,11238546100,676321
"Jun 13, 2022 12:00 AM",132.87,135.2,131.44,131.88,133.066,-5.25,-3.828,122207099,16251677000,1020646
"Jun 10, 2022 12:00 AM",140.28,140.76,137.06,137.13,138.075,-5.51,-3.863,91566637,12650805700,826767
"Jun 9, 2022 12:00 AM",147.08,147.95,142.53,142.64,145.241,-5.32,-3.596,69472976,10094668600,558749
"Jun 8, 2022 12:00 AM",148.58,149.87,147.46,147.96,148.599,-0.75,-0.504,53950201,8058363050,430856
"Jun 7, 2022 12:00 AM",144.345,149,144.1,148.71,147.618,2.57,1.759,67808150,11509311200,528509
"Jun 6, 2022 12:00 AM",147.03,148.569,144.9,146.14,146.59,0.76,0.523,71598380,10495455400,606427
"Jun 3, 2022 12:00 AM",146.9,147.97,144.46,145.38,145.728,-5.83,-3.856,88570289,12907571600,762073
"Jun 2, 2022 12:00 AM",147.83,151.27,146.86,151.21,149.563,2.5,1.681,72348055,10815093000,574966
"Jun 1, 2022 12:00 AM",149.9,151.74,147.68,148.71,149.352,-0.13,-0.087,74286635,11092970500,629789
"May 31, 2022 12:00 AM",149.07,150.66,146.84,148.84,149.082,-0.8,-0.535,103718416,15458013900,707045
"May 27, 2022 12:00 AM",145.39,149.68,145.26,149.64,148.267,5.86,4.076,90978503,13540613000,686723
"May 26, 2022 12:00 AM",137.39,144.34,137.14,143.78,142.503,3.26,2.32,90601548,12896960100,671229
"May 25, 2022 12:00 AM",138.43,141.785,138.34,140.52,140.083,0.16,0.114,92482696,12948545800,689106
"May 24, 2022 12:00 AM",140.805,141.97,137.33,140.36,139.356,-2.75,-1.922,104132746,14520654900,967964
"May 23, 2022 12:00 AM",137.79,143.26,137.65,143.11,141.465,5.52,4.012,117726265,16650035100,1002111
"May 20, 2022 12:00 AM",139.09,140.7,132.61,137.59,136.306,0.24,0.175,137426125,18720202100,1134333
"May 19, 2022 12:00 AM",139.88,141.66,136.6,137.35,138.554,-3.47,-2.464,136095640,18840179800,1222716
"May 18, 2022 12:00 AM",146.85,147.36,139.9,140.82,142.56,-8.42,-5.642,109742890,15648221400,982805
"May 17, 2022 12:00 AM",148.86,149.77,146.68,149.24,148.446,3.7,2.542,78336254,11626177300,610031
"May 16, 2022 12:00 AM",145.55,147.52,144.18,145.54,145.757,-1.57,-1.067,86643781,12679864000,703798
"May 13, 2022 12:00 AM",144.59,148.105,143.11,147.11,146.291,4.55,3.192,113990852,16666399100,925194
"May 12, 2022 12:00 AM",142.77,146.2,138.8,142.56,141.9,-3.94,-2.689,182602041,25891028100,1679680
"May 11, 2022 12:00 AM",153.5,155.45,145.81,146.5,149.266,-8.01,-5.184,142689825,21373928700,1311937
"May 10, 2022 12:00 AM",155.52,156.74,152.93,154.51,154.865,2.45,1.611,115366736,17843657700,990194
"May 9, 2022 12:00 AM",154.925,155.83,151.49,152.06,152.819,-5.22,-3.319,131577921,20169479800,1104941
"May 6, 2022 12:00 AM",156.01,159.44,154.18,157.28,157.25,0.51,0.325,116124647,18265037400,1025000
"May 5, 2022 12:00 AM",163.85,164.08,154.95,156.77,157.977,-9.25,-5.572,130525275,20611076800,1165700
"May 4, 2022 12:00 AM",159.67,166.48,159.26,166.02,162.433,6.54,4.101,108256503,17673887400,874423
"May 3, 2022 12:00 AM",158.15,160.71,156.32,159.48,158.789,1.52,0.962,88966526,14119230100,708831
"May 2, 2022 12:00 AM",156.71,158.23,153.27,157.96,155.945,0.31,0.197,123055265,19223052200,1155574
"Apr 29, 2022 12:00 AM",161.84,166.2,157.25,157.65,160.614,-5.99,-3.66,131747571,21148567600,1033101
"Apr 28, 2022 12:00 AM",159.25,164.515,158.93,163.64,162.007,7.07,4.516,130216792,21047191000,1126857
"Apr 27, 2022 12:00 AM",155.91,159.79,155.38,156.57,157.407,-0.23,-0.147,88063191,13855932400,779407
"Apr 26, 2022 12:00 AM",162.25,162.34,156.72,156.8,158.478,-6.08,-3.733,95623240,15151683300,901250
"Apr 25, 2022 12:00 AM",161.12,163.17,158.46,162.88,160.673,1.09,0.674,96046376,15420847700,933218
"Apr 22, 2022 12:00 AM",166.46,167.87,161.5,161.79,164.098,-4.63,-2.782,84882424,13948620100,730932
"Apr 21, 2022 12:00 AM",168.91,171.53,165.91,166.42,168.752,-0.81,-0.484,87227768,14711944400,752693
"Apr 20, 2022 12:00 AM",168.76,168.88,166.1,167.23,167.313,-0.17,-0.102,67929814,11365111900,595678
"Apr 19, 2022 12:00 AM",165.02,167.82,163.91,167.4,166.571,2.33,1.412,67723833,11290327200,549334
"Apr 18, 2022 12:00 AM",163.92,166.598,163.57,165.07,164.919,-0.22,-0.133,69023941,11392436700,577269
"Apr 14, 2022 12:00 AM",170.62,171.27,165.04,165.29,167.215,-5.11,-2.999,75329376,12592776300,598458
"Apr 13, 2022 12:00 AM",167.39,171.04,166.77,170.4,169.684,2.74,1.634,70618925,11978906800,558889
"Apr 12, 2022 12:00 AM",168.02,169.87,166.64,167.66,168.081,1.91,1.152,79265181,13315825400,679652
"Apr 11, 2022 12:00 AM",168.71,169.03,165.5,165.75,166.639,-4.34,-2.552,72246706,12037916300,677694
"Apr 8, 2022 12:00 AM",171.78,171.78,169.2,170.09,170.473,-2.05,-1.191,76575508,13053203100,615441
"Apr 7, 2022 12:00 AM",171.16,173.36,169.85,172.14,171.796,0.31,0.18,77594650,13333498900,629531
"Apr 6, 2022 12:00 AM",172.36,173.63,170.13,171.83,171.723,-3.23,-1.845,89058782,15287305600,770164
"Apr 5, 2022 12:00 AM",177.5,178.3,174.415,175.06,175.931,-3.38,-1.894,73401786,12922223600,622254
"Apr 4, 2022 12:00 AM",174.57,178.49,174.44,178.44,177.487,4.13,2.369,76545983,13578612600,631075
"Apr 1, 2022 12:00 AM",174.03,174.88,171.94,174.31,173.385,-0.3,-0.172,78751328,13649742000,661867
"Mar 31, 2022 12:00 AM",177.84,178.03,174.4,174.61,175.82,-3.16,-1.778,103049285,18120684300,717073
"Mar 30, 2022 12:00 AM",178.55,179.61,176.7,177.77,178.073,-1.19,-0.665,92633154,16309325900,696824
"Mar 29, 2022 12:00 AM",176.69,179.01,176.34,178.96,177.804,3.36,1.913,100589440,17891052000,776799
"Mar 28, 2022 12:00 AM",172.17,175.73,172,175.6,174.378,0.88,0.504,90371916,15759667100,716715
"Mar 25, 2022 12:00 AM",173.88,175.28,172.75,174.72,173.988,0.65,0.373,80546156,14007339700,664254
"Mar 24, 2022 12:00 AM",171.06,174.14,170.21,174.07,172.26,3.86,2.268,90131418,15516284700,688913
"Mar 23, 2022 12:00 AM",167.99,172.64,167.65,170.21,170.728,1.39,0.823,98062674,16732860600,785163
"Mar 22, 2022 12:00 AM",165.51,169.42,164.91,168.82,168.238,3.44,2.08,81532007,13753409900,639703
"Mar 21, 2022 12:00 AM",163.51,166.35,163.015,165.38,164.753,1.4,0.854,95811352,15773511700,721712
"Mar 18, 2022 12:00 AM",160.51,164.48,159.76,163.98,162.556,3.36,2.092,123511692,20273249900,714684
"Mar 17, 2022 12:00 AM",158.61,161,157.63,160.62,159.431,1.03,0.645,75615376,12053364300,629836
"Mar 16, 2022 12:00 AM",157.05,160,154.46,159.59,157.652,4.5,2.902,102300157,16148555800,833934
"Mar 15, 2022 12:00 AM",150.9,155.57,150.38,155.09,153.542,4.47,2.968,92964302,14260534400,721441
"Mar 14, 2022 12:00 AM",151.45,154.12,150.1,150.62,151.588,-4.11,-2.656,108732111,16478232700,973343
"Mar 11, 2022 12:00 AM",158.93,159.28,154.5,154.73,156.026,-3.79,-2.391,96970102,15128549300,882392
"Mar 10, 2022 12:00 AM",160.2,160.39,155.98,158.52,157.943,-4.43,-2.719,105342033,16656320700,883679
"Mar 9, 2022 12:00 AM",161.475,163.41,159.41,162.95,161.95,5.51,3.5,91454905,14800690800,735600
"Mar 8, 2022 12:00 AM",158.82,162.88,155.8,157.44,158.679,-1.86,-1.168,131148280,20797275400,1140776
"Mar 7, 2022 12:00 AM",163.36,165.02,159.04,159.3,161.368,-3.87,-2.372,96418845,15548973500,848040
"Mar 4, 2022 12:00 AM",164.49,165.55,162.1,163.17,163.349,-3.06,-1.841,83819592,13686819400,744427
"Mar 3, 2022 12:00 AM",168.47,168.91,165.55,166.23,166.878,-0.33,-0.198,76678441,12793780000,652438
"Mar 2, 2022 12:00 AM",164.39,167.36,162.95,166.56,165.83,3.36,2.059,79724750,13212581100,669153
"Mar 1, 2022 12:00 AM",164.695,166.6,161.97,163.2,164.14,-1.92,-1.163,83474425,13693804600,752742
"Feb 28, 2022 12:00 AM",163.06,165.42,162.43,165.12,164.25,0.27,0.164,95056629,15615724200,893587
"Feb 25, 2022 12:00 AM",163.84,165.12,160.874,164.85,163.721,2.11,1.297,91974222,15053505700,836567
"Feb 24, 2022 12:00 AM",152.58,162.85,152,162.74,158.046,2.67,1.668,141147540,22276552000,1479863
"Feb 23, 2022 12:00 AM",165.54,166.15,159.75,160.07,162.121,-4.25,-2.586,90009247,14614194300,944052
"Feb 22, 2022 12:00 AM",164.98,166.69,162.15,164.32,164.467,-2.98,-1.781,91162758,15007888700,1031882
"Feb 18, 2022 12:00 AM",169.82,170.541,166.19,167.3,167.807,-1.58,-0.936,82772674,13933597100,789136
"Feb 17, 2022 12:00 AM",171.03,171.91,168.47,168.88,170.076,-3.67,-2.127,69589344,11853123500,699665
"Feb 16, 2022 12:00 AM",171.85,173.34,170.05,172.55,171.652,-0.24,-0.139,61177398,10515761900,678276
"Feb 15, 2022 12:00 AM",170.97,172.95,170.25,172.79,171.653,3.91,2.315,64286320,11046341100,694453
"Feb 14, 2022 12:00 AM",167.37,169.58,166.56,168.88,168.411,0.24,0.142,86185530,14514241200,845247
"Feb 11, 2022 12:00 AM",172.33,173.08,168.04,168.64,170.139,-3.48,-2.022,98670687,16788374200,878580
"Feb 10, 2022 12:00 AM",174.14,175.48,171.55,172.12,173.456,-4.16,-2.36,90865899,15763484900,831311
"Feb 9, 2022 12:00 AM",176.05,176.65,174.9,176.28,175.814,1.45,0.829,71285038,12537843500,639629
"Feb 8, 2022 12:00 AM",171.73,175.35,171.43,174.83,173.853,3.17,1.847,74829217,13017545900,747391
"Feb 7, 2022 12:00 AM",172.86,173.946,170.95,171.66,172.376,-0.73,-0.423,77251204,13328822600,608401
"Feb 4, 2022 12:00 AM",171.68,174.1,170.68,172.39,172.335,-0.51,-0.295,82465400,14212632600,807210
"Feb 3, 2022 12:00 AM",174.48,176.24,172.12,172.9,174.294,-2.94,-1.672,89418074,15582709600,725451
"Feb 2, 2022 12:00 AM",174.745,175.88,173.33,175.84,174.889,1.23,0.704,84914256,14860531400,803903
"Feb 1, 2022 12:00 AM",174.01,174.84,172.31,174.61,173.621,-0.17,-0.097,86213911,14978751000,867128
"Jan 31, 2022 12:00 AM",170.16,175,169.51,174.78,173.18,4.45,2.613,115541590,19998471400,1053080
"Jan 28, 2022 12:00 AM",165.71,170.35,162.8,170.33,167.326,11.11,6.978,179935660,30098768300,1606749
"Jan 27, 2022 12:00 AM",162.45,163.84,158.28,159.22,161.181,-0.47,-0.294,121954638,19661094100,1255958
"Jan 26, 2022 12:00 AM",163.5,164.389,157.82,159.69,161.292,-0.09,-0.056,108275308,17465455900,1108524
"Jan 25, 2022 12:00 AM",158.98,162.76,157.02,159.78,159.37,-1.84,-1.138,115798367,18459309000,1108856
"Jan 24, 2022 12:00 AM",160.02,162.3,154.7,161.62,158.579,-0.79,-0.486,162706686,25806522600,1741741
"Jan 21, 2022 12:00 AM",164.415,166.33,162.3,162.41,163.765,-2.1,-1.277,122848858,20112101700,1137875
"Jan 20, 2022 12:00 AM",166.98,169.68,164.18,164.51,166.821,-1.72,-1.035,91420515,15319702600,796256
"Jan 19, 2022 12:00 AM",170,171.08,165.94,166.23,168.19,-3.57,-2.102,94814990,15962781900,890083
"Jan 18, 2022 12:00 AM",171.51,172.54,169.405,169.8,170.474,-3.27,-1.889,91168729,15542624400,843577
"Jan 14, 2022 12:00 AM",171.34,173.78,171.09,173.07,172.428,0.88,0.511,80440780,13865805900,734536
"Jan 13, 2022 12:00 AM",175.78,176.62,171.79,172.19,173.937,-3.34,-1.903,84505760,14697456900,751593
"Jan 12, 2022 12:00 AM",176.12,177.18,174.82,175.53,175.819,0.45,0.257,74805173,13147319100,643203
"Jan 11, 2022 12:00 AM",172.32,175.18,170.82,175.08,173.65,2.89,1.678,76138312,13236811300,713044
"Jan 10, 2022 12:00 AM",169.08,172.5,168.17,172.19,170.253,0.02,0.012,106765552,18171546100,1044963
"Jan 7, 2022 12:00 AM",172.89,174.14,171.03,172.17,172.431,0.17,0.099,86709147,15125189900,779188
"Jan 6, 2022 12:00 AM",172.7,175.3,171.64,172,173.015,-2.92,-1.669,96903955,16826795300,1014086
"Jan 5, 2022 12:00 AM",179.61,180.17,174.64,174.92,177.182,-4.78,-2.66,94537602,16748231300,903123
"Jan 4, 2022 12:00 AM",182.63,182.94,179.12,179.7,180.539,-2.31,-1.269,99310438,17923781100,930203
"Jan 3, 2022 12:00 AM",177.83,182.88,177.71,182.01,181.376,4.44,2.5,104701220,18989781600,844458
